Date,Weekday,Hour,Demand,PV,Price
7/1/2017,Weekend,0,632.88,0,22.770001
7/1/2017,Weekend,1,546.84,0,22.95
7/1/2017,Weekend,2,494.46,0,20.45
7/1/2017,Weekend,3,541.08,0,19.8
7/1/2017,Weekend,4,533.7,0,18.78
7/1/2017,Weekend,5,519.12,0,17.63
7/1/2017,Weekend,6,618.48,0.813702,20.81
7/1/2017,Weekend,7,725.76,6.42852,21.609999
7/1/2017,Weekend,8,774.72,14.279,22.38
7/1/2017,Weekend,9,688.14,25.0328,25.72
7/1/2017,Weekend,10,637.38,39.3983,29.869999
7/1/2017,Weekend,11,626.76,43.4587,29.82
7/1/2017,Weekend,12,630.54,46.8298,64.359999
7/1/2017,Weekend,13,669.96,50.1927,39.83
7/1/2017,Weekend,14,610.56,51.4281,43.39
7/1/2017,Weekend,15,611.64,49.0736,32.77
7/1/2017,Weekend,16,624.42,40.0904,30.72
7/1/2017,Weekend,17,658.26,30.3233,54.12
7/1/2017,Weekend,18,770.58,20.2561,51.37
7/1/2017,Weekend,19,821.88,6.63127,29.450001
7/1/2017,Weekend,20,884.52,0.800186,27.190001
7/1/2017,Weekend,21,863.82,0.00810999,26.87
7/1/2017,Weekend,22,833.76,0,23.74
7/1/2017,Weekend,23,752.76,0,21.84
7/2/2017,Weekend,0,669.78,0,20.44
7/2/2017,Weekend,1,574.2,0,21.09
7/2/2017,Weekend,2,519.3,0,19.75
7/2/2017,Weekend,3,551.34,0,18.200001
7/2/2017,Weekend,4,524.52,0,16.900001
7/2/2017,Weekend,5,508.14,0,15.100001
7/2/2017,Weekend,6,556.92,0.781262,16.79
7/2/2017,Weekend,7,654.3,2.89527,20.54
7/2/2017,Weekend,8,783.36,7.2287,21.039999
7/2/2017,Weekend,9,760.5,15.0657,24.229999
7/2/2017,Weekend,10,750.06,14.0762,27.699999
7/2/2017,Weekend,11,744.66,18.8828,31.670001
7/2/2017,Weekend,12,729.72,24.7355,33.650001
7/2/2017,Weekend,13,782.46,50.2576,30.8
7/2/2017,Weekend,14,707.04,54.3018,49.25
7/2/2017,Weekend,15,711.72,51.0443,52.820001
7/2/2017,Weekend,16,703.62,43.9751,74.72
7/2/2017,Weekend,17,730.44,32.4291,82.84
7/2/2017,Weekend,18,817.2,21.0454,34.16
7/2/2017,Weekend,19,831.96,8.09107,33.789999
7/2/2017,Weekend,20,871.38,0.759636,32.59
7/2/2017,Weekend,21,853.74,0.00810999,37.679999
7/2/2017,Weekend,22,819,0,24.41
7/2/2017,Weekend,23,754.56,0,23.6
7/3/2017,Weekday,0,673.38,0,22.859999
7/3/2017,Weekday,1,577.44,0,20.83
7/3/2017,Weekday,2,523.26,0,19.59
7/3/2017,Weekday,3,524.34,0,18.31
7/3/2017,Weekday,4,552.06,0,18.6
7/3/2017,Weekday,5,491.4,0,19.599999
7/3/2017,Weekday,6,539.64,0.624469,20.78
7/3/2017,Weekday,7,625.86,4.71461,21.630001
7/3/2017,Weekday,8,752.04,10.0645,24.379999
7/3/2017,Weekday,9,763.92,16.9823,30.6
7/3/2017,Weekday,10,770.22,23.1811,31.129999
7/3/2017,Weekday,11,741.42,20.8967,32.07
7/3/2017,Weekday,12,756.9,13.0382,73.07
7/3/2017,Weekday,13,804.78,8.9318,31.79
7/3/2017,Weekday,14,724.14,9.52383,36.43
7/3/2017,Weekday,15,718.38,4.02796,40.57
7/3/2017,Weekday,16,728.46,2.66548,60.370001
7/3/2017,Weekday,17,777.6,1.3841,40.44
7/3/2017,Weekday,18,869.4,0.824516,33.280001
7/3/2017,Weekday,19,916.92,0.197343,30.530001
7/3/2017,Weekday,20,951.84,0.0432533,30.45
7/3/2017,Weekday,21,936.18,0,28.200001
7/3/2017,Weekday,22,870.66,0,25.55
7/3/2017,Weekday,23,767.16,0,23.76
7/4/2017,Weekday,0,645.66,0,22.97
7/4/2017,Weekday,1,557.1,0,21.589999
7/4/2017,Weekday,2,507.78,0,20.949999
7/4/2017,Weekday,3,544.32,0,17.63
7/4/2017,Weekday,4,525.42,0,19.27
7/4/2017,Weekday,5,520.2,0,19.76
7/4/2017,Weekday,6,630.36,0.108133,17.64
7/4/2017,Weekday,7,738.9,1.34626,20.16
7/4/2017,Weekday,8,795.24,3.53055,20.720001
7/4/2017,Weekday,9,687.24,8.66688,22.26
7/4/2017,Weekday,10,636.84,12.7868,25.72
7/4/2017,Weekday,11,617.22,12.4515,59.949999
7/4/2017,Weekday,12,614.16,6.19333,56.68
7/4/2017,Weekday,13,654.66,16.8796,36.51
7/4/2017,Weekday,14,604.26,39.7362,39.46
7/4/2017,Weekday,15,624.06,25.2924,34.25
7/4/2017,Weekday,16,630.18,17.3797,32.59
7/4/2017,Weekday,17,683.46,9.14807,40.89
7/4/2017,Weekday,18,816.66,5.16066,28.11
7/4/2017,Weekday,19,880.56,0.770449,26.02
7/4/2017,Weekday,20,900.18,0.459566,24.28
7/4/2017,Weekday,21,876.06,0.00270333,23.29
7/4/2017,Weekday,22,824.94,0,22.57
7/4/2017,Weekday,23,735.66,0,21
7/5/2017,Weekday,0,617.4,0,19.51
7/5/2017,Weekday,1,545.76,0,19.96
7/5/2017,Weekday,2,497.7,0,17.19
7/5/2017,Weekday,3,508.68,0,16.09
7/5/2017,Weekday,4,558,0,16.93
7/5/2017,Weekday,5,510.84,0,18.479999
7/5/2017,Weekday,6,624.06,0.189233,21.35
7/5/2017,Weekday,7,745.74,5.0336,21.35
7/5/2017,Weekday,8,784.8,8.68039,23.36
7/5/2017,Weekday,9,708.66,17.2445,25.87
7/5/2017,Weekday,10,633.06,23.9461,28.66
7/5/2017,Weekday,11,625.86,32.759,51.98
7/5/2017,Weekday,12,648,41.7259,52.38
7/5/2017,Weekday,13,670.68,40.5905,67.58
7/5/2017,Weekday,14,615.06,34.4053,41.139999
7/5/2017,Weekday,15,615.06,29.1608,33.76
7/5/2017,Weekday,16,636.48,19.3315,38.9
7/5/2017,Weekday,17,669.6,12.4488,35.55
7/5/2017,Weekday,18,804.42,6.50151,34.62
7/5/2017,Weekday,19,815.76,2.52221,28.779999
7/5/2017,Weekday,20,872.1,0.156793,29.76
7/5/2017,Weekday,21,871.56,0,28.89
7/5/2017,Weekday,22,835.92,0,24.96
7/5/2017,Weekday,23,781.92,0,23.62
7/6/2017,Weekday,0,671.22,0,21.09
7/6/2017,Weekday,1,580.86,0,20.71
7/6/2017,Weekday,2,526.14,0,20.09
7/6/2017,Weekday,3,567.18,0,19.15
7/6/2017,Weekday,4,517.68,0,19.369999
7/6/2017,Weekday,5,502.38,0,21.56
7/6/2017,Weekday,6,559.8,0.443346,22.01
7/6/2017,Weekday,7,649.26,3.28995,22.93
7/6/2017,Weekday,8,780.66,12.1136,24.25
7/6/2017,Weekday,9,774.54,24.9625,25.4
7/6/2017,Weekday,10,771.3,32.9428,29.790001
7/6/2017,Weekday,11,762.48,37.406,29.19
7/6/2017,Weekday,12,777.42,23.5352,31.67
7/6/2017,Weekday,13,804.42,31.1126,37.03
7/6/2017,Weekday,14,752.04,36.349,58.91
7/6/2017,Weekday,15,708.3,24.5706,93.48
7/6/2017,Weekday,16,712.8,28.7337,34.92
7/6/2017,Weekday,17,755.1,15.6874,36.96
7/6/2017,Weekday,18,880.92,8.48575,41.679999
7/6/2017,Weekday,19,893.34,1.63551,36.61
7/6/2017,Weekday,20,937.44,0.151386,28.570001
7/6/2017,Weekday,21,937.8,0.00540666,29.99
7/6/2017,Weekday,22,876.06,0,24.44
7/6/2017,Weekday,23,759.06,0,22.360001
7/7/2017,Weekday,0,639.18,0,20.13
7/7/2017,Weekday,1,550.8,0,20.42
7/7/2017,Weekday,2,501.12,0,18.98
7/7/2017,Weekday,3,553.5,0,18.489999
7/7/2017,Weekday,4,530.46,0,18.12
7/7/2017,Weekday,5,516.78,0,20.71
7/7/2017,Weekday,6,627.3,0.0865066,21.45
7/7/2017,Weekday,7,741.6,1.57604,22.53
7/7/2017,Weekday,8,796.32,6.17981,22.809999
7/7/2017,Weekday,9,677.88,18.1285,25.72
7/7/2017,Weekday,10,632.52,30.9748,27.37
7/7/2017,Weekday,11,623.7,22.8323,44.27
7/7/2017,Weekday,12,624.96,23.3162,29.55
7/7/2017,Weekday,13,674.64,32.7319,30.819999
7/7/2017,Weekday,14,604.44,25.5546,30.450001
7/7/2017,Weekday,15,621.18,23.1675,33.09
7/7/2017,Weekday,16,641.16,16.1821,39.88
7/7/2017,Weekday,17,682.2,12.2947,42.73
7/7/2017,Weekday,18,817.92,13.3815,31.42
7/7/2017,Weekday,19,853.74,1.96802,27.66
7/7/2017,Weekday,20,894.06,0.14598,26.86
7/7/2017,Weekday,21,896.94,0,25.56
7/7/2017,Weekday,22,853.56,0,22.41
7/7/2017,Weekday,23,764.1,0,19.61
7/8/2017,Weekend,0,632.7,0,19.789999
7/8/2017,Weekend,1,549.54,0,19.01
7/8/2017,Weekend,2,502.2,0,17.92
7/8/2017,Weekend,3,544.68,0,16.89
7/8/2017,Weekend,4,517.86,0,16.48
7/8/2017,Weekend,5,512.28,0,16.27
7/8/2017,Weekend,6,623.52,0.0135166,16.42
7/8/2017,Weekend,7,749.52,1.19487,18.81
7/8/2017,Weekend,8,790.56,8.58578,20.949999
7/8/2017,Weekend,9,681.84,24.4489,22.12
7/8/2017,Weekend,10,623.52,28.1065,25.35
7/8/2017,Weekend,11,606.78,39.5308,26.44
7/8/2017,Weekend,12,606.24,45.251,26.86
7/8/2017,Weekend,13,659.52,43.8453,30.54
7/8/2017,Weekend,14,603.18,57.8188,29.97
7/8/2017,Weekend,15,610.74,44.6671,30.46
7/8/2017,Weekend,16,629.82,45.2105,58.93
7/8/2017,Weekend,17,667.08,36.1408,37.830001
7/8/2017,Weekend,18,795.42,17.7717,47.29
7/8/2017,Weekend,19,832.14,5.44991,37.58
7/8/2017,Weekend,20,857.52,0.875879,24.33
7/8/2017,Weekend,21,858.24,0.00540666,24.47
7/8/2017,Weekend,22,833.94,0,22.21
7/8/2017,Weekend,23,776.88,0,20.49
7/9/2017,Weekend,0,687.96,0,20.95
7/9/2017,Weekend,1,590.04,0,19.67
7/9/2017,Weekend,2,522.9,0,18.2
7/9/2017,Weekend,3,549.54,0,17.64
7/9/2017,Weekend,4,541.08,0,15.28
7/9/2017,Weekend,5,506.52,0,13.84
7/9/2017,Weekend,6,572.58,0.175716,12.31
7/9/2017,Weekend,7,661.14,2.88986,17.37
7/9/2017,Weekend,8,757.98,6.76373,17.1
7/9/2017,Weekend,9,775.26,10.4916,20.64
7/9/2017,Weekend,10,749.34,23.2054,20.66
7/9/2017,Weekend,11,752.04,28.4715,22.09
7/9/2017,Weekend,12,746.1,33.0752,23.489999
7/9/2017,Weekend,13,797.4,43.8075,25.67
7/9/2017,Weekend,14,721.98,37.9791,26.53
7/9/2017,Weekend,15,705.6,24.5949,28.2
7/9/2017,Weekend,16,712.8,25.0031,29.880001
7/9/2017,Weekend,17,767.7,19.564,36.03
7/9/2017,Weekend,18,906.3,7.04217,30.08
7/9/2017,Weekend,19,902.34,6.87998,28.48
7/9/2017,Weekend,20,907.38,0.783966,25.17
7/9/2017,Weekend,21,891.9,0.00540666,24.63
7/9/2017,Weekend,22,835.92,0,21.83
7/9/2017,Weekend,23,766.08,0,18.46
7/10/2017,Weekday,0,663.66,0,16.81
7/10/2017,Weekday,1,580.86,0,15.14
7/10/2017,Weekday,2,524.88,0,14.37
7/10/2017,Weekday,3,556.56,0,13.719999
7/10/2017,Weekday,4,518.4,0,14.23
7/10/2017,Weekday,5,500.04,0,17.02
7/10/2017,Weekday,6,535.14,0.359543,16.71
7/10/2017,Weekday,7,613.44,3.37646,18.78
7/10/2017,Weekday,8,753.3,13.0733,19.17
7/10/2017,Weekday,9,759.24,22.4998,22.480001
7/10/2017,Weekday,10,759.42,29.6501,25.01
7/10/2017,Weekday,11,735.66,25.687,25.309999
7/10/2017,Weekday,12,732.96,49.5791,27.99
7/10/2017,Weekday,13,779.94,50.6658,30.39
7/10/2017,Weekday,14,740.7,17.2094,31.5
7/10/2017,Weekday,15,706.86,31.5452,48.66
7/10/2017,Weekday,16,738.36,37.1167,46.91
7/10/2017,Weekday,17,808.56,32.2318,111.63
7/10/2017,Weekday,18,951.66,21.2941,52.61
7/10/2017,Weekday,19,925.92,8.10999,34.99
7/10/2017,Weekday,20,942.48,1.10296,36.41
7/10/2017,Weekday,21,910.62,0.01622,29.73
7/10/2017,Weekday,22,865.44,0,25.64
7/10/2017,Weekday,23,743.22,0,22.5
7/11/2017,Weekday,0,627.48,0,19.95
7/11/2017,Weekday,1,540.72,0,20.32
7/11/2017,Weekday,2,497.34,0,19.22
7/11/2017,Weekday,3,539.64,0,18.6
7/11/2017,Weekday,4,525.78,0,18.71
7/11/2017,Weekday,5,512.64,0,20.37
7/11/2017,Weekday,6,635.22,0.0919132,21.31
7/11/2017,Weekday,7,734.58,2.23025,23.36
7/11/2017,Weekday,8,783.9,6.33661,25.6
7/11/2017,Weekday,9,674.46,5.4364,26.17
7/11/2017,Weekday,10,640.8,9.54816,27.14
7/11/2017,Weekday,11,635.94,24.384,29.54
7/11/2017,Weekday,12,634.32,34.3134,32.7
7/11/2017,Weekday,13,683.28,46.8974,31.68
7/11/2017,Weekday,14,615.78,46.2026,38.02
7/11/2017,Weekday,15,628.02,42.326,41.51
7/11/2017,Weekday,16,652.5,32.8617,40.46
7/11/2017,Weekday,17,710.46,22.5944,35.560001
7/11/2017,Weekday,18,847.98,2.8412,36.89
7/11/2017,Weekday,19,862.74,1.79231,31.83
7/11/2017,Weekday,20,884.88,0.0648799,30.28
7/11/2017,Weekday,21,868.14,0,31.06
7/11/2017,Weekday,22,817.92,0,26.009999
7/11/2017,Weekday,23,741.06,0,24.3
7/12/2017,Weekday,0,629.82,0,22.92
7/12/2017,Weekday,1,539.1,0,20.95
7/12/2017,Weekday,2,492.84,0,18.999999
7/12/2017,Weekday,3,531.18,0,18.58
7/12/2017,Weekday,4,524.16,0,19.17
7/12/2017,Weekday,5,510.12,0,20.95
7/12/2017,Weekday,6,628.38,0.0648799,22.49
7/12/2017,Weekday,7,741.78,0.654206,22.409999
7/12/2017,Weekday,8,785.34,3.90902,23.289999
7/12/2017,Weekday,9,709.02,17.5014,24.91
7/12/2017,Weekday,10,646.2,23.9055,26.86
7/12/2017,Weekday,11,626.94,42.7505,27.8
7/12/2017,Weekday,12,628.38,43.1641,28.64
7/12/2017,Weekday,13,670.32,44.3968,29.84
7/12/2017,Weekday,14,612.54,49.3925,33.24
7/12/2017,Weekday,15,619.74,50.3711,33.77
7/12/2017,Weekday,16,627.12,33.6727,38.73
7/12/2017,Weekday,17,668.16,30.6206,44.1
7/12/2017,Weekday,18,770.04,15.3117,39.86
7/12/2017,Weekday,19,802.8,6.50421,40.39
7/12/2017,Weekday,20,865.08,0.619063,39.7
7/12/2017,Weekday,21,865.62,0.00540666,41.52
7/12/2017,Weekday,22,820.8,0,28.96
7/12/2017,Weekday,23,752.76,0,25.62
7/13/2017,Weekday,0,659.88,0,22.69
7/13/2017,Weekday,1,577.44,0,22.72
7/13/2017,Weekday,2,522,0,21.53
7/13/2017,Weekday,3,551.52,0,20.18
7/13/2017,Weekday,4,528.48,0,20.24
7/13/2017,Weekday,5,495.72,0,21.78
7/13/2017,Weekday,6,548.64,0.135167,23.34
7/13/2017,Weekday,7,642.42,5.96895,25.82
7/13/2017,Weekday,8,764.1,16.8472,26.92
7/13/2017,Weekday,9,768.6,25.0815,29.670001
7/13/2017,Weekday,10,744.66,37.233,32
7/13/2017,Weekday,11,746.46,47.4705,50.56
7/13/2017,Weekday,12,740.34,53.4746,38.6
7/13/2017,Weekday,13,780.84,45.1024,43.39
7/13/2017,Weekday,14,708.48,47.5218,54.190001
7/13/2017,Weekday,15,709.02,47.5218,38.21
7/13/2017,Weekday,16,706.14,23.6487,42.68
7/13/2017,Weekday,17,748.08,18.8611,37.69
7/13/2017,Weekday,18,876.06,7.0665,39.88
7/13/2017,Weekday,19,878.4,5.18228,41.62
7/13/2017,Weekday,20,923.4,0.713679,37.04
7/13/2017,Weekday,21,910.44,0.00270333,32.45
7/13/2017,Weekday,22,865.62,0,27.289999
7/13/2017,Weekday,23,768.42,0,24.38
7/14/2017,Weekday,0,658.8,0,22.84
7/14/2017,Weekday,1,554.76,0,22.1
7/14/2017,Weekday,2,507.42,0,21.33
7/14/2017,Weekday,3,480.6,0,19.77
7/14/2017,Weekday,4,575.64,0,20.61
7/14/2017,Weekday,5,518.58,0,22.05
7/14/2017,Weekday,6,643.14,0.34062,22.86
7/14/2017,Weekday,7,763.56,4.04418,24.769999
7/14/2017,Weekday,8,806.76,18.7936,26.309999
7/14/2017,Weekday,9,714.96,19.9181,28.19
7/14/2017,Weekday,10,645.48,29.8799,33.59
7/14/2017,Weekday,11,631.26,44.3887,33.890001
7/14/2017,Weekday,12,631.98,46.4378,49.129999
7/14/2017,Weekday,13,666.54,43.8129,38.89
7/14/2017,Weekday,14,613.26,41.8178,37.64
7/14/2017,Weekday,15,567.18,36.9437,58.98
7/14/2017,Weekday,16,123.12,37.4871,30.53
7/14/2017,Weekday,17,621,23.7677,30.6
7/14/2017,Weekday,18,813.06,14.1465,33.62
7/14/2017,Weekday,19,853.2,5.13903,27.16
7/14/2017,Weekday,20,886.5,0.740712,26.910001
7/14/2017,Weekday,21,883.08,0,27.12
7/14/2017,Weekday,22,839.16,0,24.12
7/14/2017,Weekday,23,766.08,0,20.23
7/15/2017,Weekend,0,666,0,21.21
7/15/2017,Weekend,1,558.9,0,21.29
7/15/2017,Weekend,2,504.72,0,18.77
7/15/2017,Weekend,3,509.22,0,18.32
7/15/2017,Weekend,4,549.18,0,17.85
7/15/2017,Weekend,5,504.18,0,17.99
7/15/2017,Weekend,6,607.5,0.15409,16.79
7/15/2017,Weekend,7,738.54,3.46837,17.900001
7/15/2017,Weekend,8,758.7,14.99,20.82
7/15/2017,Weekend,9,696.24,28.4661,22.18
7/15/2017,Weekend,10,640.8,37.0681,24.86
7/15/2017,Weekend,11,623.52,42.3855,27.97
7/15/2017,Weekend,12,617.04,52.3473,29.28
7/15/2017,Weekend,13,663.3,55.7048,30.27
7/15/2017,Weekend,14,593.46,56.2752,29.2
7/15/2017,Weekend,15,603.72,23.008,31.43
7/15/2017,Weekend,16,624.42,17.6365,30.89
7/15/2017,Weekend,17,674.1,20.3588,61.45
7/15/2017,Weekend,18,780.66,4.10095,31.11
7/15/2017,Weekend,19,802.08,0.408203,29.93
7/15/2017,Weekend,20,845.64,0.0919132,26.17
7/15/2017,Weekend,21,857.52,0,26.81
7/15/2017,Weekend,22,825.3,0,23.43
7/15/2017,Weekend,23,762.84,0,20.01
7/16/2017,Weekend,0,683.82,0,19.49
7/16/2017,Weekend,1,588.06,0,20.77
7/16/2017,Weekend,2,527.04,0,16.9
7/16/2017,Weekend,3,544.14,0,17.07
7/16/2017,Weekend,4,550.98,0,16.81
7/16/2017,Weekend,5,505.08,0,11.38
7/16/2017,Weekend,6,545.22,0.21086,5.54
7/16/2017,Weekend,7,634.14,4.15502,16.01
7/16/2017,Weekend,8,759.24,14.7791,18.950001
7/16/2017,Weekend,9,748.62,27.7389,20.94
7/16/2017,Weekend,10,722.52,40.085,22.21
7/16/2017,Weekend,11,713.88,41.8043,24.84
7/16/2017,Weekend,12,700.38,51.9256,27.6
7/16/2017,Weekend,13,757.62,54.3667,31.66
7/16/2017,Weekend,14,671.22,54.81,34.62
7/16/2017,Weekend,15,676.62,52.7825,40.01
7/16/2017,Weekend,16,682.92,44.24,45.31
7/16/2017,Weekend,17,696.96,31.3911,61.53
7/16/2017,Weekend,18,818.64,20.7643,38.13
7/16/2017,Weekend,19,825.84,6.66912,44.91
7/16/2017,Weekend,20,874.8,0.0892099,28.75
7/16/2017,Weekend,21,874.98,0,28.99
7/16/2017,Weekend,22,836.28,0,25.2
7/16/2017,Weekend,23,768.78,0,21.1
7/17/2017,Weekday,0,678.96,0,21.64
7/17/2017,Weekday,1,589.5,0,21.51
7/17/2017,Weekday,2,528.84,0,20.65
7/17/2017,Weekday,3,550.98,0,19.38
7/17/2017,Weekday,4,515.7,0,19.26
7/17/2017,Weekday,5,491.04,0,20.28
7/17/2017,Weekday,6,537.84,0.183826,20.75
7/17/2017,Weekday,7,620.28,3.30888,23.53
7/17/2017,Weekday,8,746.82,12.3083,25.59
7/17/2017,Weekday,9,756.9,29.888,34.02
7/17/2017,Weekday,10,747.9,43.0776,40.03
7/17/2017,Weekday,11,740.16,38.39,36.32
7/17/2017,Weekday,12,748.26,38.563,57.3
7/17/2017,Weekday,13,802.08,41.8773,38.08
7/17/2017,Weekday,14,722.16,39.6254,51.59
7/17/2017,Weekday,15,714.24,38.8469,60.93
7/17/2017,Weekday,16,748.98,21.2833,52.71
7/17/2017,Weekday,17,803.7,32.7887,69.55
7/17/2017,Weekday,18,912.06,23.4784,44.32
7/17/2017,Weekday,19,917.1,8.02078,40.389999
7/17/2017,Weekday,20,955.8,0.492006,43.9
7/17/2017,Weekday,21,940.86,0.00540666,36.63
7/17/2017,Weekday,22,860.76,0,25.92
7/17/2017,Weekday,23,773.1,0,23.31
7/18/2017,Weekday,0,678.78,0,21.69
7/18/2017,Weekday,1,580.68,0,20.56
7/18/2017,Weekday,2,513.36,0,19.13
7/18/2017,Weekday,3,543.42,0,18.33
7/18/2017,Weekday,4,537.84,0,18.61
7/18/2017,Weekday,5,522.54,0,20.89
7/18/2017,Weekday,6,636.3,0.419016,21.259999
7/18/2017,Weekday,7,730.44,2.68441,22.7
7/18/2017,Weekday,8,766.08,13.6626,25.05
7/18/2017,Weekday,9,712.26,25.6573,28.25
7/18/2017,Weekday,10,663.84,41.415,29.71
7/18/2017,Weekday,11,635.04,47.1515,37.56
7/18/2017,Weekday,12,639.36,49.5656,35.67
7/18/2017,Weekday,13,685.44,55.1669,38.670001
7/18/2017,Weekday,14,622.62,36.8815,51.189999
7/18/2017,Weekday,15,640.62,30.1854,93.52
7/18/2017,Weekday,16,644.94,16.1227,111.41
7/18/2017,Weekday,17,690.66,22.3971,101.03
7/18/2017,Weekday,18,824.58,13.1706,67.58
7/18/2017,Weekday,19,869.22,6.76103,51.48
7/18/2017,Weekday,20,943.2,1.02456,46.09
7/18/2017,Weekday,21,939.78,0.01622,48.98
7/18/2017,Weekday,22,892.62,0,30.98
7/18/2017,Weekday,23,795.42,0,29.45
7/19/2017,Weekday,0,659.88,0,25.57
7/19/2017,Weekday,1,563.76,0,23.87
7/19/2017,Weekday,2,511.2,0,22.24
7/19/2017,Weekday,3,556.2,0,21.23
7/19/2017,Weekday,4,523.08,0,21.42
7/19/2017,Weekday,5,512.1,0,22.4
7/19/2017,Weekday,6,617.94,0.124353,24.1
7/19/2017,Weekday,7,727.74,2.82768,25.33
7/19/2017,Weekday,8,771.84,11.5703,32.22
7/19/2017,Weekday,9,674.1,11.7135,33.62
7/19/2017,Weekday,10,633.24,22.1619,36.85
7/19/2017,Weekday,11,628.56,29.3582,41.369999
7/19/2017,Weekday,12,631.44,42.1287,51.81
7/19/2017,Weekday,13,673.38,50.7766,52.25
7/19/2017,Weekday,14,605.16,43.2695,63.42
7/19/2017,Weekday,15,617.4,43.1803,115.62
